year,state,state_po,democrat,dem_votes,republican,rep_votes,other_votes,total_votes,winning_party,electoral_votes_dem,electoral_votes_rep,total_electoral_votes,population
2012,CALIFORNIA,CA,"OBAMA, BARACK H.",7854285,"ROMNEY, MITT",4839958,344304,13038547,DEMOCRAT,55,0,55,37944.551
2012,COLORADO,CO,"OBAMA, BARACK H.",1323101,"ROMNEY, MITT",1185243,61172,2569516,DEMOCRAT,9,0,9,5193.66
2012,CONNECTICUT,CT,"OBAMA, BARACK H.",905083,"ROMNEY, MITT",634892,18229,1558204,DEMOCRAT,7,0,7,3595.211
2012,DELAWARE,DE,"OBAMA, BARACK H.",242584,"ROMNEY, MITT",165484,5822,413890,DEMOCRAT,3,0,3,915.518
2012,DISTRICT OF COLUMBIA,DC,"OBAMA, BARACK H.",267070,"ROMNEY, MITT",21381,5313,293764,DEMOCRAT,3,0,3,635.737
2012,FLORIDA,FL,"OBAMA, BARACK H.",4237756,"ROMNEY, MITT",4163447,72976,8474179,DEMOCRAT,29,0,29,19302.016
2012,GEORGIA,GA,"OBAMA, BARACK H.",1773827,"ROMNEY, MITT",2078688,45324,3897839,REPUBLICAN,0,16,16,9903.58
2012,HAWAII,HI,"OBAMA, BARACK H.",306658,"ROMNEY, MITT",121015,9486,437159,DEMOCRAT,4,0,4,1395.199
2012,IDAHO,ID,"OBAMA, BARACK H.",212787,"ROMNEY, MITT",420911,18576,652274,REPUBLICAN,0,4,4,1595.91
2012,ILLINOIS,IL,"OBAMA, BARACK H.",3019512,"ROMNEY, MITT",2135216,87286,5242014,DEMOCRAT,20,0,20,12883.029
2012,INDIANA,IN,"OBAMA, BARACK H.",1152887,"ROMNEY, MITT",1420543,51104,2624534,REPUBLICAN,0,11,11,6538.989
2012,IOWA,IA,"OBAMA, BARACK H.",822544,"ROMNEY, MITT",730617,29019,1582180,DEMOCRAT,6,0,6,3076.844
2012,KANSAS,KS,"OBAMA, BARACK H.",440726,"ROMNEY, MITT",692634,26611,1159971,REPUBLICAN,0,6,6,2886.024
2012,KENTUCKY,KY,"OBAMA, BARACK H.",679370,"ROMNEY, MITT",1087190,30652,1797212,REPUBLICAN,0,8,8,4387.865
2012,LOUISIANA,LA,"OBAMA, BARACK H.",809141,"ROMNEY, MITT",1152262,32662,1994065,REPUBLICAN,0,8,8,4602.067
2012,MAINE,ME,"OBAMA, BARACK H.",401306,"ROMNEY, MITT",292276,31176,724758,DEMOCRAT,4,0,4,1328.094
2012,MARYLAND,MD,"OBAMA, BARACK H.",1677844,"ROMNEY, MITT",971869,57614,2707327,DEMOCRAT,10,0,10,5888.375
2012,MASSACHUSETTS,MA,"OBAMA, BARACK H.",1921290,"ROMNEY, MITT",1188314,74592,3184196,DEMOCRAT,11,0,11,6664.269
2012,MICHIGAN,MI,"OBAMA, BARACK H.",2564569,"ROMNEY, MITT",2115256,51136,4730961,DEMOCRAT,16,0,16,9898.289
2012,MINNESOTA,MN,"OBAMA, BARACK H.",1546167,"ROMNEY, MITT",1320225,70169,2936561,DEMOCRAT,10,0,10,5377.5
2012,MISSISSIPPI,MS,"OBAMA, BARACK H.",562949,"ROMNEY, MITT",710746,11889,1285584,REPUBLICAN,0,6,6,2984.599
2012,MISSOURI,MO,"OBAMA, BARACK H.",1223796,"ROMNEY, MITT",1482440,51087,2757323,REPUBLICAN,0,10,10,6026.027
2012,MONTANA,MT,"OBAMA, BARACK H.",201839,"ROMNEY, MITT",267928,14281,484048,REPUBLICAN,0,3,3,1004.168
2012,NEBRASKA,NE,"OBAMA, BARACK H.",302081,"ROMNEY, MITT",475064,17234,794379,REPUBLICAN,0,5,5,1853.691
2012,NEVADA,NV,"OBAMA, BARACK H.",531373,"ROMNEY, MITT",463567,19978,1014918,DEMOCRAT,6,0,6,2744.67
2012,NEW HAMPSHIRE,NH,"OBAMA, BARACK H.",369561,"ROMNEY, MITT",329918,11493,710972,DEMOCRAT,4,0,4,1324.677
2012,NEW JERSEY,NJ,"OBAMA, BARACK H.",2122786,"ROMNEY, MITT",1478088,37625,3638499,DEMOCRAT,14,0,14,8845.671
2012,NEW MEXICO,NM,"OBAMA, BARACK H.",415335,"ROMNEY, MITT",335788,32635,783758,DEMOCRAT,5,0,5,2087.715
2012,NEW YORK,NY,"OBAMA, BARACK H.",4324228,"ROMNEY, MITT",2223397,569159,7116784,DEMOCRAT,29,0,29,19574.362
2012,NORTH CAROLINA,NC,"OBAMA, BARACK H.",2178391,"ROMNEY, MITT",2270395,56586,4505372,REPUBLICAN,0,15,15,9751.81
2012,NORTH DAKOTA,ND,"OBAMA, BARACK H.",124966,"ROMNEY, MITT",188320,9646,322932,REPUBLICAN,0,3,3,702.227
2012,OHIO,OH,"OBAMA, BARACK H.",2827621,"ROMNEY, MITT",2661407,91794,5580822,DEMOCRAT,18,0,18,11550.971
2012,OKLAHOMA,OK,"OBAMA, BARACK H.",443547,"ROMNEY, MITT",891325,0,1334872,REPUBLICAN,0,7,7,3819.32
2012,OREGON,OR,"OBAMA, BARACK H.",970488,"ROMNEY, MITT",754175,64607,1789270,DEMOCRAT,7,0,7,3900.102
2012,PENNSYLVANIA,PA,"OBAMA, BARACK H.",2990274,"ROMNEY, MITT",2680434,71332,5742040,DEMOCRAT,20,0,20,12769.123
2012,RHODE ISLAND,RI,"OBAMA, BARACK H.",279677,"ROMNEY, MITT",157204,9168,446049,DEMOCRAT,4,0,4,1054.893
2012,SOUTH CAROLINA,SC,"OBAMA, BARACK H.",865941,"ROMNEY, MITT",1071645,26532,1964118,REPUBLICAN,0,9,9,4719.027
2012,SOUTH DAKOTA,SD,"OBAMA, BARACK H.",145039,"ROMNEY, MITT",210610,8166,363815,REPUBLICAN,0,3,3,833.859
2012,TENNESSEE,TN,"OBAMA, BARACK H.",960709,"ROMNEY, MITT",1462330,35538,2458577,REPUBLICAN,0,11,11,6455.752
2012,TEXAS,TX,"OBAMA, BARACK H.",3308124,"ROMNEY, MITT",4569843,115884,7993851,REPUBLICAN,0,38,38,26084.12
2012,UTAH,UT,"OBAMA, BARACK H.",251813,"ROMNEY, MITT",740600,25027,1017440,REPUBLICAN,0,6,6,2854.146
2012,VERMONT,VT,"OBAMA, BARACK H.",199239,"ROMNEY, MITT",92698,7353,299290,DEMOCRAT,3,0,3,626.361
2012,VIRGINIA,VA,"OBAMA, BARACK H.",1971820,"ROMNEY, MITT",1822522,60147,3854489,DEMOCRAT,13,0,13,8187.456
2012,WASHINGTON,WA,"OBAMA, BARACK H.",1755396,"ROMNEY, MITT",1290670,79450,3125516,DEMOCRAT,12,0,12,6898.599
2012,WEST VIRGINIA,WV,"OBAMA, BARACK H.",238269,"ROMNEY, MITT",417655,14514,670438,REPUBLICAN,0,5,5,1857.446
2012,WISCONSIN,WI,"OBAMA, BARACK H.",1620985,"ROMNEY, MITT",1410966,39483,3071434,DEMOCRAT,10,0,10,5720.825
2012,WYOMING,WY,"OBAMA, BARACK H.",69286,"ROMNEY, MITT",170962,10453,250701,REPUBLICAN,0,3,3,576.656
2016,ALABAMA,AL,"CLINTON, HILLARY",729547,"TRUMP, DONALD J.",1318255,75570,2123372,REPUBLICAN,0,9,9,4866.824
2016,ALASKA,AK,"CLINTON, HILLARY",116454,"TRUMP, DONALD J.",163387,38767,318608,REPUBLICAN,0,3,3,742.575
2016,ARIZONA,AZ,"CLINTON, HILLARY",1161167,"TRUMP, DONALD J.",1252401,159597,2573165,REPUBLICAN,0,11,11,6944.767
2016,ARKANSAS,AR,"CLINTON, HILLARY",380494,"TRUMP, DONALD J.",684872,65269,1130635,REPUBLICAN,0,6,6,2991.815
2016,CALIFORNIA,CA,"CLINTON, HILLARY",8753788,"TRUMP, DONALD J.",4483810,943997,14181595,DEMOCRAT,55,0,55,39149.186
2016,COLORADO,CO,"CLINTON, HILLARY",1338870,"TRUMP, DONALD J.",1202484,238866,2780220,DEMOCRAT,9,0,9,5543.844
2016,CONNECTICUT,CT,"CLINTON, HILLARY",897572,"TRUMP, DONALD J.",673215,74133,1644920,DEMOCRAT,7,0,7,3579.83
2016,DELAWARE,DE,"CLINTON, HILLARY",235603,"TRUMP, DONALD J.",185127,20860,441590,DEMOCRAT,3,0,3,949.989
2016,DISTRICT OF COLUMBIA,DC,"CLINTON, HILLARY",282830,"TRUMP, DONALD J.",12723,17022,312575,DEMOCRAT,3,0,3,687.576
2016,FLORIDA,FL,"CLINTON, HILLARY",4504975,"TRUMP, DONALD J.",4617886,297178,9420039,REPUBLICAN,0,29,29,20627.237
2016,GEORGIA,GA,"CLINTON, HILLARY",1877963,"TRUMP, DONALD J.",2089104,147665,4114732,REPUBLICAN,0,16,16,10308.442
2016,HAWAII,HI,"CLINTON, HILLARY",266891,"TRUMP, DONALD J.",128847,41926,437664,DEMOCRAT,4,0,4,1428.885
2016,IDAHO,ID,"CLINTON, HILLARY",189765,"TRUMP, DONALD J.",409055,91435,690255,REPUBLICAN,0,4,4,1684.036
2016,ILLINOIS,IL,"CLINTON, HILLARY",3090729,"TRUMP, DONALD J.",2146015,299680,5536424,DEMOCRAT,20,0,20,12821.709
2016,INDIANA,IN,"CLINTON, HILLARY",1033126,"TRUMP, DONALD J.",1557286,144546,2734958,REPUBLICAN,0,11,11,6637.898
2016,IOWA,IA,"CLINTON, HILLARY",653669,"TRUMP, DONALD J.",800983,110928,1565580,REPUBLICAN,0,6,6,3133.21
2016,KANSAS,KS,"CLINTON, HILLARY",427005,"TRUMP, DONALD J.",671018,86379,1184402,REPUBLICAN,0,6,6,2912.977
2016,KENTUCKY,KY,"CLINTON, HILLARY",628854,"TRUMP, DONALD J.",1202971,92324,1924149,REPUBLICAN,0,8,8,4440.306
2016,LOUISIANA,LA,"CLINTON, HILLARY",780154,"TRUMP, DONALD J.",1178638,70240,2029032,REPUBLICAN,0,8,8,4681.346
2016,MAINE,ME,"CLINTON, HILLARY",357735,"TRUMP, DONALD J.",335593,78564,771892,DEMOCRAT,3,1,4,1332.348
2016,MARYLAND,MD,"CLINTON, HILLARY",1678006,"TRUMP, DONALD J.",943428,160012,2781446,DEMOCRAT,10,0,10,6007.014
2016,MASSACHUSETTS,MA,"CLINTON, HILLARY",1995196,"TRUMP, DONALD J.",1090893,292732,3378821,DEMOCRAT,11,0,11,6827.28
2016,MICHIGAN,MI,"CLINTON, HILLARY",2268839,"TRUMP, DONALD J.",2279543,250902,4799284,REPUBLICAN,0,16,16,9954.117
2016,MINNESOTA,MN,"CLINTON, HILLARY",1367705,"TRUMP, DONALD J.",1322949,254128,2944782,DEMOCRAT,10,0,10,5525.36
2016,MISSISSIPPI,MS,"CLINTON, HILLARY",485131,"TRUMP, DONALD J.",700714,23512,1209357,REPUBLICAN,0,6,6,2990.595
2016,MISSOURI,MO,"CLINTON, HILLARY",1071068,"TRUMP, DONALD J.",1594511,143026,2808605,REPUBLICAN,0,10,10,6091.384
2016,MONTANA,MT,"CLINTON, HILLARY",177709,"TRUMP, DONALD J.",279240,37577,494526,REPUBLICAN,0,3,3,1042.137
2016,NEBRASKA,NE,"CLINTON, HILLARY",284494,"TRUMP, DONALD J.",495961,63772,844227,REPUBLICAN,0,5,5,1906.483
2016,NEVADA,NV,"CLINTON, HILLARY",539260,"TRUMP, DONALD J.",512058,74067,1125385,DEMOCRAT,6,0,6,2919.555
2016,NEW HAMPSHIRE,NH,"CLINTON, HILLARY",348526,"TRUMP, DONALD J.",345790,49980,744296,DEMOCRAT,4,0,4,1343.694
2016,NEW JERSEY,NJ,"CLINTON, HILLARY",2148278,"TRUMP, DONALD J.",1601933,123835,3874046,DEMOCRAT,14,0,14,8873.584
2016,NEW MEXICO,NM,"CLINTON, HILLARY",385234,"TRUMP, DONALD J.",319667,93418,798319,DEMOCRAT,5,0,5,2092.555
2016,NEW YORK,NY,"CLINTON, HILLARY",4379789,"TRUMP, DONALD J.",2527142,895153,7802084,DEMOCRAT,29,0,29,19636.391
2016,NORTH CAROLINA,NC,"CLINTON, HILLARY",2189316,"TRUMP, DONALD J.",2362631,189617,4741564,REPUBLICAN,0,15,15,10161.802
2016,NORTH DAKOTA,ND,"CLINTON, HILLARY",93758,"TRUMP, DONALD J.",216794,33808,344360,REPUBLICAN,0,3,3,756.114
2016,OHIO,OH,"CLINTON, HILLARY",2394164,"TRUMP, DONALD J.",2841005,261318,5496487,REPUBLICAN,0,18,18,11640.06
2016,OKLAHOMA,OK,"CLINTON, HILLARY",420375,"TRUMP, DONALD J.",949136,83481,1452992,REPUBLICAN,0,7,7,3928.143
2016,OREGON,OR,"CLINTON, HILLARY",1002106,"TRUMP, DONALD J.",782403,216827,2001336,DEMOCRAT,7,0,7,4093.271
2016,PENNSYLVANIA,PA,"CLINTON, HILLARY",2926441,"TRUMP, DONALD J.",2970733,218228,6115402,REPUBLICAN,0,20,20,12788.468
2016,RHODE ISLAND,RI,"CLINTON, HILLARY",252525,"TRUMP, DONALD J.",180543,31076,464144,DEMOCRAT,4,0,4,1057.816
2016,SOUTH CAROLINA,SC,"CLINTON, HILLARY",855373,"TRUMP, DONALD J.",1155389,92265,2103027,REPUBLICAN,0,9,9,4963.031
2016,SOUTH DAKOTA,SD,"CLINTON, HILLARY",117458,"TRUMP, DONALD J.",227721,24914,370093,REPUBLICAN,0,3,3,863.693
2016,TENNESSEE,TN,"CLINTON, HILLARY",870695,"TRUMP, DONALD J.",1522925,114407,2508027,REPUBLICAN,0,11,11,6651.277
2016,TEXAS,TX,"CLINTON, HILLARY",3877868,"TRUMP, DONALD J.",4685047,406311,8969226,REPUBLICAN,0,38,38,27914.064
2016,UTAH,UT,"CLINTON, HILLARY",310674,"TRUMP, DONALD J.",515211,305432,1131317,REPUBLICAN,0,6,6,3044.241
2016,VERMONT,VT,"CLINTON, HILLARY",178573,"TRUMP, DONALD J.",95369,46525,320467,DEMOCRAT,3,0,3,624.366
2016,VIRGINIA,VA,"CLINTON, HILLARY",1981473,"TRUMP, DONALD J.",1769443,231836,3982752,DEMOCRAT,13,0,13,8417.651
2016,WASHINGTON,WA,"CLINTON, HILLARY",1742718,"TRUMP, DONALD J.",1221747,352554,3317019,DEMOCRAT,12,0,12,7299.961
2016,WEST VIRGINIA,WV,"CLINTON, HILLARY",188794,"TRUMP, DONALD J.",489371,34886,713051,REPUBLICAN,0,5,5,1832.435
2016,WISCONSIN,WI,"CLINTON, HILLARY",1382536,"TRUMP, DONALD J.",1405284,188330,2976150,REPUBLICAN,0,10,10,5775.17
2016,WYOMING,WY,"CLINTON, HILLARY",55973,"TRUMP, DONALD J.",174419,28396,258788,REPUBLICAN,0,3,3,585.243
2020,ALABAMA,AL,"BIDEN, JOSEPH R. JR",849624,"TRUMP, DONALD J.",1441170,32488,2323282,REPUBLICAN,0,9,9,4921.532
2020,ALASKA,AK,"BIDEN, JOSEPH R. JR",153778,"TRUMP, DONALD J.",189951,15801,359530,REPUBLICAN,0,3,3,731.158
2020,ARIZONA,AZ,"BIDEN, JOSEPH R. JR",1672143,"TRUMP, DONALD J.",1661686,53497,3387326,DEMOCRAT,11,0,11,7421.401
2020,ARKANSAS,AR,"BIDEN, JOSEPH R. JR",423932,"TRUMP, DONALD J.",760647,34490,1219069,REPUBLICAN,0,6,6,3030.522
2020,CALIFORNIA,CA,"BIDEN, JOSEPH R. JR",11110250,"TRUMP, DONALD J.",6006429,384202,17500881,DEMOCRAT,55,0,55,39368.078
2020,COLORADO,CO,"BIDEN, JOSEPH R. JR",1804352,"TRUMP, DONALD J.",1364607,111021,3279980,DEMOCRAT,9,0,9,5807.719
2020,CONNECTICUT,CT,"BIDEN, JOSEPH R. JR",1080831,"TRUMP, DONALD J.",714717,28309,1823857,DEMOCRAT,7,0,7,3557.006
2020,DELAWARE,DE,"BIDEN, JOSEPH R. JR",296268,"TRUMP, DONALD J.",200603,7475,504346,DEMOCRAT,3,0,3,986.809
2020,DISTRICT OF COLUMBIA,DC,"BIDEN, JOSEPH R. JR",317323,"TRUMP, DONALD J.",18586,8447,344356,DEMOCRAT,3,0,3,712.816
2020,FLORIDA,FL,"BIDEN, JOSEPH R. JR",5297045,"TRUMP, DONALD J.",5668731,101680,11067456,REPUBLICAN,0,29,29,21733.312
2020,GEORGIA,GA,"BIDEN, JOSEPH R. JR",2473633,"TRUMP, DONALD J.",2461854,64473,4999960,DEMOCRAT,16,0,16,10710.017
2020,HAWAII,HI,"BIDEN, JOSEPH R. JR",366130,"TRUMP, DONALD J.",196864,16790,579784,DEMOCRAT,4,0,4,1407.006
2020,IDAHO,ID,"BIDEN, JOSEPH R. JR",287021,"TRUMP, DONALD J.",554119,26874,868014,REPUBLICAN,0,4,4,1826.913
2020,ILLINOIS,IL,"BIDEN, JOSEPH R. JR",3471915,"TRUMP, DONALD J.",2446891,114937,6033743,DEMOCRAT,20,0,20,12587.53
2020,INDIANA,IN,"BIDEN, JOSEPH R. JR",1242416,"TRUMP, DONALD J.",1729519,61183,3033118,REPUBLICAN,0,11,11,6754.953
2020,IOWA,IA,"BIDEN, JOSEPH R. JR",759061,"TRUMP, DONALD J.",897672,43397,1700130,REPUBLICAN,0,6,6,3163.561
2020,KANSAS,KS,"BIDEN, JOSEPH R. JR",570323,"TRUMP, DONALD J.",771406,30574,1372303,REPUBLICAN,0,6,6,2913.805
2020,KENTUCKY,KY,"BIDEN, JOSEPH R. JR",772474,"TRUMP, DONALD J.",1326646,37648,2136768,REPUBLICAN,0,8,8,4477.251
2020,LOUISIANA,LA,"BIDEN, JOSEPH R. JR",856034,"TRUMP, DONALD J.",1255776,36252,2148062,REPUBLICAN,0,8,8,4645.318
2020,MAINE,ME,"BIDEN, JOSEPH R. JR",435072,"TRUMP, DONALD J.",360737,32496,828305,DEMOCRAT,3,1,4,1350.141
2020,MARYLAND,MD,"BIDEN, JOSEPH R. JR",1985023,"TRUMP, DONALD J.",976414,75593,3037030,DEMOCRAT,10,0,10,6055.802
2020,MASSACHUSETTS,MA,"BIDEN, JOSEPH R. JR",2382202,"TRUMP, DONALD J.",1167202,108601,3658005,DEMOCRAT,11,0,11,6893.574
2020,MICHIGAN,MI,"BIDEN, JOSEPH R. JR",2804040,"TRUMP, DONALD J.",2649852,85410,5539302,DEMOCRAT,16,0,16,9966.555
2020,MINNESOTA,MN,"BIDEN, JOSEPH R. JR",1717077,"TRUMP, DONALD J.",1484065,76029,3277171,DEMOCRAT,10,0,10,5657.342
2020,MISSISSIPPI,MS,"BIDEN, JOSEPH R. JR",539398,"TRUMP, DONALD J.",756764,17597,1313759,REPUBLICAN,0,6,6,2966.786
2020,MISSOURI,MO,"BIDEN, JOSEPH R. JR",1253014,"TRUMP, DONALD J.",1718736,54212,3025962,REPUBLICAN,0,10,10,6151.548
2020,MONTANA,MT,"BIDEN, JOSEPH R. JR",244786,"TRUMP, DONALD J.",343602,15286,603674,REPUBLICAN,0,3,3,1080.577
2020,NEBRASKA,NE,"BIDEN, JOSEPH R. JR",374583,"TRUMP, DONALD J.",556846,24954,956383,REPUBLICAN,1,4,5,1937.552
2020,NEVADA,NV,"BIDEN, JOSEPH R. JR",703486,"TRUMP, DONALD J.",669890,32000,1405376,DEMOCRAT,6,0,6,3138.259
2020,NEW HAMPSHIRE,NH,"BIDEN, JOSEPH R. JR",424921,"TRUMP, DONALD J.",365654,15607,806182,DEMOCRAT,4,0,4,1366.275
2020,NEW JERSEY,NJ,"BIDEN, JOSEPH R. JR",2608335,"TRUMP, DONALD J.",1883274,57744,4549353,DEMOCRAT,14,0,14,8882.371
2020,NEW MEXICO,NM,"BIDEN, JOSEPH R. JR",501614,"TRUMP, DONALD J.",401894,20457,923965,DEMOCRAT,5,0,5,2106.319
2020,NEW YORK,NY,"BIDEN, JOSEPH R. JR",5230985,"TRUMP, DONALD J.",3244798,185952,8661735,DEMOCRAT,29,0,29,19336.776
2020,NORTH CAROLINA,NC,"BIDEN, JOSEPH R. JR",2684292,"TRUMP, DONALD J.",2758773,81737,5524802,REPUBLICAN,0,15,15,10600.823
2020,NORTH DAKOTA,ND,"BIDEN, JOSEPH R. JR",114902,"TRUMP, DONALD J.",235595,11322,361819,REPUBLICAN,0,3,3,765.309
2020,OHIO,OH,"BIDEN, JOSEPH R. JR",2679165,"TRUMP, DONALD J.",3154834,88203,5922202,REPUBLICAN,0,18,18,11693.217
2020,OKLAHOMA,OK,"BIDEN, JOSEPH R. JR",503890,"TRUMP, DONALD J.",1020280,36529,1560699,REPUBLICAN,0,7,7,3980.783
2020,OREGON,OR,"BIDEN, JOSEPH R. JR",1340383,"TRUMP, DONALD J.",958448,75490,2374321,DEMOCRAT,7,0,7,4241.507
2020,PENNSYLVANIA,PA,"BIDEN, JOSEPH R. JR",3458229,"TRUMP, DONALD J.",3377674,79380,6915283,DEMOCRAT,20,0,20,12783.254
2020,RHODE ISLAND,RI,"BIDEN, JOSEPH R. JR",307486,"TRUMP, DONALD J.",199922,9582,516990,DEMOCRAT,4,0,4,1057.125
2020,SOUTH CAROLINA,SC,"BIDEN, JOSEPH R. JR",1091541,"TRUMP, DONALD J.",1385103,37452,2514096,REPUBLICAN,0,9,9,5218.04
2020,SOUTH DAKOTA,SD,"BIDEN, JOSEPH R. JR",150471,"TRUMP, DONALD J.",261043,11095,422609,REPUBLICAN,0,3,3,892.717
2020,TENNESSEE,TN,"BIDEN, JOSEPH R. JR",1143711,"TRUMP, DONALD J.",1852475,57665,3053851,REPUBLICAN,0,11,11,6886.834
2020,TEXAS,TX,"BIDEN, JOSEPH R. JR",5259126,"TRUMP, DONALD J.",5890347,165583,11315056,REPUBLICAN,0,38,38,29360.759
2020,UTAH,UT,"BIDEN, JOSEPH R. JR",560282,"TRUMP, DONALD J.",865140,62867,1488289,REPUBLICAN,0,6,6,3249.879
2020,VERMONT,VT,"BIDEN, JOSEPH R. JR",242820,"TRUMP, DONALD J.",112704,15444,370968,DEMOCRAT,3,0,3,623.347
2020,VIRGINIA,VA,"BIDEN, JOSEPH R. JR",2413568,"TRUMP, DONALD J.",1962430,84526,4460524,DEMOCRAT,13,0,13,8590.563
2020,WASHINGTON,WA,"BIDEN, JOSEPH R. JR",2369612,"TRUMP, DONALD J.",1584651,133368,4087631,DEMOCRAT,12,0,12,7693.612
2020,WEST VIRGINIA,WV,"BIDEN, JOSEPH R. JR",235984,"TRUMP, DONALD J.",545382,13286,794652,REPUBLICAN,0,5,5,1784.787
2020,WISCONSIN,WI,"BIDEN, JOSEPH R. JR",1630866,"TRUMP, DONALD J.",1610184,56991,3298041,DEMOCRAT,10,0,10,5832.655
2020,WYOMING,WY,"BIDEN, JOSEPH R. JR",73491,"TRUMP, DONALD J.",193559,11453,278503,REPUBLICAN,0,3,3,582.328
